,TRD_NO,REQ_DD,CP_CD,CP_NM,GODS_NM,PAYR_SEQ,MPHN_NO,COMMC_CLF,AC_PAY_AMT,NPAY_YN,PAY_MTHD_CD,MM_LMT_AMT,REMD_LMT_AMT,ARS_AUTHTI_YN,PAYR_IP,SUB_IP_A,SUB_IP_B,SUB_IP_C,SUB_IP_D,FGPT,AGE,GNDR,FOREI_YN,SMS_RE_SND_CNT,AUTHTI_CLF_FLG,ACUM_RCPT_AMT,PAY_YM,SVC_CLF_NM,CP_M_CLF_NM,CP_S_CLF_NM,NPAY_AMT_24M,MAX_NPAY_CNT_24M,TRD_CNT_6M,REAL_TRD_CNT_6M,NIGHT_TRD_RT_6M,AVG_AMT_6M,MAX_LMT_3M_RT,NPAY_CNT_24M,NPAY_CNT_12MNTS,NPAY_AMT_60M,target
7237773,bxpub2W3U0SqvP5IdbTicnpPmA8wWvEqd6FUlCjQR90=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,339070,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237774,dYBPyG26n6tGiY4KGNNL/luMhx6XC44uKd++Hdgoevo=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,305190,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237775,2xMgwgNAD8BEsqu3W2y8fsAFracLmURdnt2slyZIYlQ=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,446870,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237776,96pSO9cj3z0h8JBcrvm9dVtvqKXYtZkVAtsDz5Rk5vw=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,444560,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237777,YqnaTMCXl5n/U0CW7svl5twW9lZqOkjfa/Bhn/9YmQQ=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,61100,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237778,YlVC5Wr+boeiAXYwrBVlFM6l02CSf5hPK5mb7lNQjh8=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,456110,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237779,pqXUeSuwWU6GDpOJBZqOZsi+AJ4QqrJcCyl5EBE51dU=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,440710,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237780,Xcui3wigfzLreTPnTnOtNrnEB6PF68nWQ9UGkI8B44o=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,301340,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237781,K6o9v8MBwHrdKTsB9B3a0984F7IIMgR6/ABS8NObkO8=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,73420,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237782,BaJrIrlUDd932zteLe+b1TcvsVQACPIJNjksWbuQ0v4=,20191021,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,312890,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237783,MG7R7Fj2iOZddI976r3KdJ0Pl78br7MhafGwr7ci2X8=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,496150,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237784,2bqjVTsCtUWudoKpX7pJqZRAgSGURgkxb/TYKdt0KKM=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,292870,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237785,NPvpML61zPRl9D+gjVg/Z2m9h9lABR5yug/MdU04U5w=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,476900,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237786,9DsfOqqLo1Yw2hI6lgATU6nhx94AsGCTaXfFsbmeRSU=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,472280,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237787,pl4fCVeT28NrxfDZChayJvPkgDLUUYWNh7j2ggyp/P0=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,60330,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237788,o+hog71xgsa4ZIteC5EXk9iAYIRYQcGDsFfSjamaw/E=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,285170,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237789,FrcsVAVr5BbNrS0WJs9HFgZSdwKSUzEUhzH7YRMsXM8=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,446100,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237790,5bp2rUX2KCt07b4H3sL+agRE+Wuo/PhsqeW2TuOeV0c=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,443790,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237791,lOtNIzGjIz4x77GxWoye1BSj0cglTauAFeN2BswFpZI=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,59560,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237792,b90V63TxtLxIJfORLvNDWhm6bYEJl+dujITGhHFyI4c=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,443020,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237793,5nofF++0rkffl+eUHSULYRNNw4pxpUIlWsMyCLZMqhg=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,439940,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237794,csUisLIsC0RPPj5lWAWml/ZzKatzfpx00OuxfTP7s3M=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,486140,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237795,6TV1+27sNVkuICCO1zRbiuUvP+JzgHr2zH7V+WejNiA=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,458420,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237796,gMgAZumHo8dc0gyM7s0lFSqdJK1G1CDQbrUI1CltkVU=,20191021,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,321360,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237797,TrXH2apAtc66xlz7wENBozznl7NW4o49XlSEv/jy3/U=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,442250,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237798,tvVE2gbnpRjzM29X9Y02Dk5cBC1RHudV1w8AtnHhwxk=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,58790,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237799,2BxIXFYREFqKoaL4MP6BggUJzN/r9UTFTnO612jbf2o=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,77270,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7237800,RjoFcG6gXCOw4wiV+yEZ66mFip1ySyjdEmaZsoWDJQo=,20191022,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,493840,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
